Sample Index,I (In-phase),Q (Quadrature),FFT Size
1538,0.7647058823529411,-1.0,
1539,0.6000000000000001,-1.0,
1540,0.4745098039215687,-1.0,
1541,0.3176470588235294,-1.0,
1542,0.17647058823529416,-1.0,
1543,-0.03529411764705881,-1.0,
1544,-0.16078431372549018,-1.0,
1545,-0.2705882352941177,-1.0,
1546,-0.45882352941176474,-1.0,
1547,-0.6392156862745098,-1.0,
1548,-0.7176470588235294,-1.0,
1549,-0.8745098039215686,-0.9372549019607843,
1550,-0.9921568627450981,-0.803921568627451,
1551,-1.0,-0.6627450980392157,
1552,-1.0,-0.5137254901960784,
1553,-1.0,-0.3647058823529412,
1554,-1.0,-0.19999999999999996,
1555,-1.0,0.0352941176470587,
1556,-1.0,0.13725490196078427,
1557,-1.0,0.30980392156862746,
1558,-1.0,0.44313725490196076,
1559,-1.0,0.615686274509804,
1560,-1.0,0.7098039215686274,
1561,-0.9607843137254902,0.8509803921568628,
1562,-0.8823529411764706,0.9215686274509804,
1563,-0.7019607843137254,1.0,
1564,-0.5372549019607843,1.0,
1565,-0.48235294117647065,1.0,
1566,-0.3254901960784313,1.0,
1567,-0.09019607843137256,1.0,
1568,0.027450980392156765,1.0,
1569,0.11372549019607847,1.0,
1570,0.2941176470588236,1.0,
1571,0.46666666666666656,1.0,
1572,0.5607843137254902,1.0,
1573,0.6705882352941177,1.0,
1574,0.8196078431372549,0.9843137254901961,
1575,0.9607843137254901,0.8588235294117648,
1576,0.9921568627450981,0.7960784313725491,
1577,1.0,0.6549019607843136,
1578,1.0,0.5294117647058822,
1579,1.0,0.3803921568627451,
1580,1.0,0.2549019607843137,
1581,1.0,0.10588235294117654,
1582,1.0,-0.07450980392156858,
1583,1.0,-0.1843137254901961,
1584,1.0,-0.4745098039215686,
1585,1.0,0.1843137254901961,
1586,1.0,0.15294117647058814,
1587,1.0,-0.7254901960784313,
1588,0.9607843137254901,-0.8196078431372549,
1589,0.8431372549019607,-0.9529411764705882,
1590,0.6705882352941177,-1.0,
1591,0.5058823529411764,-1.0,
1592,0.41960784313725497,-1.0,
1593,0.26274509803921564,-1.0,
1594,0.11372549019607847,-1.0,
1595,-0.05882352941176472,-1.0,
1596,-0.16862745098039222,-1.0,
1597,-0.30980392156862746,-1.0,
1598,-0.5058823529411764,-1.0,
1599,-0.592156862745098,-1.0,
1600,-0.7254901960784313,-1.0,
1601,-0.8588235294117648,-0.9529411764705882,
1602,-0.9764705882352941,-0.8352941176470589,
1603,-1.0,-0.6941176470588235,
1604,-1.0,-0.5843137254901961,
1605,-1.0,-0.44313725490196076,
1606,-1.0,-0.2705882352941177,
1607,-1.0,-0.0980392156862745,
1608,-1.0,0.0117647058823529,
1609,-1.0,0.17647058823529416,
1610,-1.0,0.33333333333333326,
1611,-1.0,0.5058823529411764,
1612,-1.0,0.5607843137254902,
1613,-1.0,0.780392156862745,
1614,-0.9294117647058824,0.8823529411764706,
1615,-0.7568627450980392,1.0,
1616,-0.6392156862745098,1.0,
1617,-0.5058823529411764,1.0,
1618,-0.3568627450980393,1.0,
1619,-0.17647058823529416,1.0,
1620,-0.050980392156862786,1.0,
1621,0.16078431372549007,1.0,
1622,0.34901960784313735,1.0,
1623,0.4509803921568627,1.0,
1624,0.607843137254902,1.0,
1625,0.7725490196078431,1.0,
1626,0.8980392156862744,0.9137254901960783,
1627,0.9372549019607843,0.8666666666666667,
1628,1.0,0.7019607843137254,
1629,1.0,0.5294117647058822,
1630,1.0,0.43529411764705883,
1631,1.0,0.2705882352941176,
1632,1.0,0.1843137254901961,
1633,1.0,-0.04313725490196085,
1634,1.0,-0.16078431372549018,
1635,1.0,-0.33333333333333337,
1636,1.0,-0.4980392156862745,
1637,1.0,-0.6470588235294118,
1638,1.0,-0.788235294117647,
1639,0.968627450980392,-0.8509803921568627,
1640,0.8431372549019607,-0.9607843137254902,
1641,0.7019607843137254,-1.0,
1642,0.5764705882352941,-1.0,
1643,0.4901960784313726,-1.0,
1644,0.30980392156862746,-1.0,
1645,0.19999999999999996,-1.0,
1646,0.05882352941176472,-1.0,
1647,-0.07450980392156858,-1.0,
1648,-0.23921568627450984,-1.0,
1649,-0.37254901960784315,-1.0,
1650,-0.5058823529411764,-1.0,
1651,-0.6627450980392157,-1.0,
1652,-0.7647058823529411,-1.0,
1653,-0.8823529411764706,-0.9294117647058824,
1654,-0.9843137254901961,-0.8117647058823529,
1655,-1.0,-0.6705882352941177,
1656,-0.5058823529411764,-1.0,
1657,-0.8980392156862745,-0.8352941176470589,
1658,-1.0,-0.23921568627450984,
1659,-1.0,-0.07450980392156858,
1660,-1.0,0.11372549019607847,
1661,-1.0,0.3176470588235294,
1662,-1.0,0.388235294117647,
1663,-1.0,0.5372549019607842,
1664,-1.0,0.6549019607843136,
1665,-1.0,0.7176470588235293,
1666,-0.9372549019607843,0.8823529411764706,
1667,-0.803921568627451,1.0,
1668,-0.7176470588235294,1.0,
1669,-0.5607843137254902,1.0,
1670,-0.45882352941176474,1.0,
1671,-0.26274509803921564,1.0,
1672,-0.04313725490196085,1.0,
1673,0.04313725490196085,1.0,
1674,0.21568627450980382,1.0,
1675,0.34901960784313735,1.0,
1676,0.5372549019607842,1.0,
1677,0.6941176470588235,1.0,
1678,0.7882352941176469,1.0,
1679,0.8823529411764706,0.9215686274509804,
1680,1.0,0.7490196078431373,
1681,1.0,0.6000000000000001,
1682,1.0,0.4980392156862745,
1683,1.0,0.3411764705882352,
1684,1.0,0.16078431372549007,
1685,1.0,-0.0117647058823529,
1686,1.0,-0.207843137254902,
1687,1.0,-0.30980392156862746,
1688,1.0,-0.4980392156862745,
1689,1.0,-0.6784313725490196,
1690,1.0,-0.7960784313725491,
1691,0.9058823529411764,-0.9058823529411765,
1692,0.780392156862745,-1.0,
1693,0.6235294117647059,-1.0,
1694,0.48235294117647065,-1.0,
1695,0.37254901960784315,-1.0,
1696,0.21568627450980382,-1.0,
1697,0.06666666666666665,-1.0,
1698,-0.0980392156862745,-1.0,
1699,-0.17647058823529416,-1.0,
1700,-0.3568627450980393,-1.0,
1701,-0.5058823529411764,-1.0,
1702,-0.6705882352941177,-1.0,
1703,-0.788235294117647,-1.0,
1704,-0.9137254901960784,-0.9058823529411765,
1705,-1.0,-0.7411764705882353,
1706,-1.0,-0.6862745098039216,
1707,-1.0,-0.5529411764705883,
1708,-1.0,-0.3647058823529412,
1709,-1.0,-0.22352941176470587,
1710,-1.0,-0.11372549019607847,
1711,-1.0,0.027450980392156765,
1712,-1.0,0.19215686274509802,
1713,-1.0,0.3254901960784313,
1714,-1.0,0.43529411764705883,
1715,-1.0,0.5450980392156863,
1716,-1.0,0.7411764705882353,
1717,-0.9764705882352941,0.8352941176470587,
1718,-0.8823529411764706,0.9215686274509804,
1719,-0.788235294117647,1.0,
1720,-0.607843137254902,1.0,
1721,-0.5137254901960784,1.0,
1722,-0.34901960784313724,1.0,
1723,-0.13725490196078427,1.0,
1724,-0.019607843137254943,1.0,
1725,0.17647058823529416,1.0,
1726,0.2313725490196079,1.0,
1727,0.39607843137254894,1.0,
1728,0.5529411764705883,1.0,
1729,0.7098039215686274,1.0,
1730,0.7882352941176469,1.0,
1731,0.9215686274509804,0.8901960784313725,
1732,1.0,0.7333333333333334,
1733,1.0,0.6627450980392156,
1734,1.0,0.5137254901960784,
1735,1.0,0.3568627450980393,
1736,1.0,0.19215686274509802,
1737,1.0,-0.019607843137254943,
1738,1.0,-0.11372549019607847,
1739,1.0,-0.26274509803921564,
1740,1.0,-0.4274509803921569,
1741,1.0,-0.592156862745098,
1742,1.0,-0.7098039215686275,
1743,0.9607843137254901,-0.8431372549019608,
1744,0.8274509803921568,-0.9686274509803922,
1745,0.7254901960784315,-1.0,
1746,0.584313725490196,-1.0,
1747,0.5058823529411764,-1.0,
1748,0.33333333333333326,-1.0,
1749,0.15294117647058814,-1.0,
1750,0.12941176470588234,-1.0,
1751,0.7411764705882353,-1.0,
1752,0.07450980392156858,-1.0,
1753,-0.4666666666666667,-1.0,
1754,-0.5843137254901961,-1.0,
1755,-0.7803921568627451,-1.0,
1756,-0.8431372549019608,-0.9607843137254902,
1757,-0.9686274509803922,-0.8431372549019608,
1758,-1.0,-0.7803921568627451,
1759,-1.0,-0.6627450980392157,
1760,-1.0,-0.5607843137254902,
1761,-1.0,-0.39607843137254906,
1762,-1.0,-0.3647058823529412,
1763,-1.0,-0.1843137254901961,
1764,-1.0,-0.15294117647058825,
1765,-1.0,0.0352941176470587,
1766,-1.0,0.10588235294117654,
1767,-1.0,0.2784313725490195,
1768,-1.0,0.3254901960784313,
1769,-1.0,0.4980392156862745,
1770,-1.0,0.5607843137254902,
1771,-1.0,0.7411764705882353,
1772,-1.0,0.780392156862745,
1773,-0.9058823529411765,0.8980392156862744,
1774,-0.8588235294117648,0.9607843137254901,
1775,-0.7019607843137254,1.0,
1776,-0.6627450980392157,1.0,
1777,-0.4901960784313726,1.0,
1778,-0.4274509803921569,1.0,
1779,-0.2313725490196079,1.0,
1780,-0.1843137254901961,1.0,
1781,0.0117647058823529,1.0,
1782,0.06666666666666665,1.0,
1783,0.2549019607843137,1.0,
1784,0.30980392156862746,1.0,
1785,0.44313725490196076,1.0,
1786,0.5529411764705883,1.0,
1787,0.6705882352941177,1.0,
1788,0.7411764705882353,1.0,
1789,0.8509803921568628,0.9450980392156862,
1790,0.9215686274509804,0.8980392156862744,
1791,1.0,0.7490196078431373,
1792,1.0,0.6862745098039216,
1793,1.0,0.6235294117647059,
1794,1.0,0.4901960784313726,
1795,1.0,0.33333333333333326,
1796,1.0,0.23921568627450984,
1797,1.0,0.16862745098039222,
1798,1.0,0.0039215686274509665,
1799,1.0,-0.0980392156862745,
1800,1.0,-0.24705882352941178,
1801,1.0,-0.33333333333333337,
1802,1.0,-0.44313725490196076,
1803,1.0,-0.6,
1804,1.0,-0.7254901960784313,
1805,1.0,-0.7333333333333334,
1806,0.9294117647058824,-0.8901960784313725,
1807,0.7960784313725491,-1.0,
1808,0.7176470588235293,-1.0,
1809,0.6941176470588235,-1.0,
1810,0.5294117647058822,-1.0,
1811,0.44313725490196076,-1.0,
1812,0.2705882352941176,-1.0,
1813,0.2941176470588236,-1.0,
1814,0.07450980392156858,-1.0,
1815,-0.0117647058823529,-1.0,
1816,-0.17647058823529416,-1.0,
1817,-0.2549019607843137,-1.0,
1818,-0.39607843137254906,-1.0,
1819,-0.4745098039215686,-1.0,
1820,-0.6470588235294118,-1.0,
1821,-0.6862745098039216,-1.0,
1822,-0.8117647058823529,-0.9921568627450981,
1823,-0.9372549019607843,-0.8745098039215686,
1824,-1.0,-0.7176470588235294,
1825,-1.0,-0.7725490196078432,
1826,-1.0,-0.592156862745098,
1827,-1.0,-0.5137254901960784,
1828,-1.0,-0.34901960784313724,
1829,-0.9058823529411765,-0.8431372549019608,
1830,-0.8823529411764706,-0.8431372549019608,
1831,-1.0,-0.23921568627450984,
1832,-1.0,0.13725490196078427,
1833,-1.0,0.2941176470588236,
1834,-1.0,0.45882352941176463,
1835,-1.0,0.4980392156862745,
1836,-1.0,0.6627450980392156,
1837,-1.0,0.7411764705882353,
1838,-0.9294117647058824,0.8823529411764706,
1839,-0.8745098039215686,0.9294117647058824,
1840,-0.7568627450980392,1.0,
1841,-0.6784313725490196,1.0,
1842,1.0,-0.788235294117647,
1843,0.8666666666666667,-0.9372549019607843,
1844,0.7960784313725491,-1.0,
1845,0.7254901960784315,-1.0,
1846,0.584313725490196,-1.0,
1847,0.44313725490196076,-1.0,
1848,0.3568627450980393,-1.0,
1849,0.24705882352941178,-1.0,
1850,0.0980392156862746,-1.0,
1851,0.08235294117647052,-1.0,
1852,-0.1215686274509804,-1.0,
1853,-0.2313725490196079,-1.0,
1854,-0.39607843137254906,-1.0,
1855,-0.44313725490196076,-1.0,
1856,-0.615686274509804,-1.0,
1857,-0.6235294117647059,-1.0,
1858,-0.7803921568627451,-1.0,
1859,-0.8901960784313725,-0.9137254901960784,
1860,-0.9921568627450981,-0.8196078431372549,
1861,-1.0,-0.7960784313725491,
1862,-1.0,-0.6392156862745098,
1863,-1.0,-0.5607843137254902,
1864,-1.0,-0.4117647058823529,
1865,-1.0,-0.34901960784313724,
1866,-1.0,-0.16078431372549018,
1867,-1.0,-0.07450980392156858,
1868,-1.0,0.09019607843137245,
1869,-1.0,0.24705882352941178,
1870,-1.0,0.3568627450980393,
1871,-1.0,0.4509803921568627,
1872,-1.0,0.615686274509804,
1873,-1.0,0.7098039215686274,
1874,-0.9921568627450981,0.8196078431372549,
1875,-0.8745098039215686,0.9294117647058824,
1876,-0.803921568627451,1.0,
1877,-0.7019607843137254,1.0,
1878,-0.5843137254901961,1.0,
1879,-0.403921568627451,1.0,
1880,-0.3568627450980393,1.0,
1881,-0.21568627450980393,1.0,
1882,-0.06666666666666665,1.0,
1883,0.11372549019607847,1.0,
1884,0.17647058823529416,1.0,
1885,0.3176470588235294,1.0,
1886,0.44313725490196076,1.0,
1887,0.584313725490196,1.0,
1888,0.6784313725490196,1.0,
1889,0.8196078431372549,0.9843137254901961,
1890,0.8823529411764706,0.9294117647058824,
1891,1.0,0.7882352941176469,
1892,1.0,0.7411764705882353,
1893,1.0,0.5686274509803921,
1894,1.0,0.4980392156862745,
1895,1.0,0.3254901960784313,
1896,1.0,0.22352941176470598,
1897,1.0,0.050980392156862786,
1898,1.0,-0.0039215686274509665,
1899,1.0,-0.207843137254902,
1900,1.0,-0.2784313725490196,
1901,1.0,-0.41960784313725497,
1902,1.0,-0.5215686274509804,
1903,1.0,-0.6705882352941177,
1904,1.0,-0.6862745098039216,
1905,0.968627450980392,-0.8431372549019608,
1906,0.8901960784313725,-0.9215686274509804,
1907,0.7882352941176469,-1.0,
1908,0.6470588235294117,-1.0,
1909,0.5137254901960784,-1.0,
1910,0.3568627450980393,-1.0,
1911,0.19215686274509802,-1.0,
1912,0.019607843137254832,-1.0,
1913,-0.11372549019607847,-1.0,
1914,-0.3176470588235294,-1.0,
1915,-0.2784313725490196,-1.0,
1916,-0.2705882352941177,-1.0,
1917,-0.6,-1.0,
1918,-0.5764705882352941,-1.0,
1919,-0.6784313725490196,-1.0,
1920,-0.607843137254902,-1.0,
1921,-0.6862745098039216,-1.0,
1922,-0.7411764705882353,-1.0,
1923,-0.7254901960784313,-1.0,
1924,-0.6784313725490196,-1.0,
1925,-0.7176470588235294,-1.0,
1926,-0.7803921568627451,-1.0,
1927,-0.788235294117647,-1.0,
1928,-0.7098039215686275,-1.0,
1929,-0.7254901960784313,-1.0,
1930,-0.8823529411764706,-0.9372549019607843,
1931,-0.8196078431372549,-1.0,
1932,-0.8196078431372549,-0.9843137254901961,
1933,-0.9215686274509804,-0.8823529411764706,
1934,-0.9450980392156862,-0.8823529411764706,
1935,-0.8745098039215686,-0.9529411764705882,
1936,-0.9450980392156862,-0.8588235294117648,
1937,-1.0,-0.788235294117647,
1938,-0.9921568627450981,-0.8352941176470589,
1939,-0.9843137254901961,-0.8117647058823529,
1940,-1.0,-0.6941176470588235,
1941,-1.0,-0.7333333333333334,
1942,-1.0,-0.7176470588235294,
1943,-1.0,-0.6392156862745098,
1944,-1.0,-0.615686274509804,
1945,-1.0,-0.6627450980392157,
1946,-1.0,-0.5372549019607843,
1947,-1.0,-0.4509803921568627,
1948,-1.0,-0.5294117647058824,
1949,-1.0,-0.4745098039215686,
1950,-1.0,-0.3568627450980393,
1951,-1.0,-0.403921568627451,
1952,-1.0,-0.41960784313725497,
1953,-1.0,-0.2784313725490196,
1954,-1.0,-0.24705882352941178,
1955,-1.0,-0.33333333333333337,
1956,-1.0,-0.207843137254902,
1957,-1.0,-0.09019607843137256,
1958,-1.0,-0.19215686274509802,
1959,-1.0,-0.14509803921568631,
1960,-1.0,-0.0117647058823529,
1961,-1.0,-0.050980392156862786,
1962,-1.0,-0.06666666666666665,
1963,-1.0,0.06666666666666665,
1964,-1.0,0.10588235294117654,
1965,-1.0,0.0117647058823529,
1966,-1.0,0.15294117647058814,
1967,-1.0,0.24705882352941178,
1968,-1.0,0.17647058823529416,
1969,-1.0,0.19999999999999996,
1970,-1.0,0.3254901960784313,
1971,-1.0,0.3176470588235294,
1972,-1.0,0.26274509803921564,
1973,-1.0,0.37254901960784315,
1974,-1.0,0.4509803921568627,
1975,-1.0,0.34901960784313735,
1976,-1.0,0.41960784313725497,
1977,-1.0,0.5450980392156863,
1978,-1.0,0.5058823529411764,
1979,-1.0,0.4901960784313726,
1980,-1.0,0.6549019607843136,
1981,-1.0,0.6470588235294117,
1982,-1.0,0.584313725490196,
1983,-1.0,0.6941176470588235,
1984,-1.0,0.7647058823529411,
1985,-1.0,0.6862745098039216,
1986,-1.0,0.780392156862745,
1987,-0.9294117647058824,0.8901960784313725,
1988,-1.0,0.8117647058823529,
1989,-1.0,0.803921568627451,
1990,-0.8980392156862745,0.9058823529411764,
1991,-0.8980392156862745,0.9294117647058824,
1992,-0.9686274509803922,0.8588235294117648,
1993,-0.8823529411764706,0.9215686274509804,
1994,-1.0,0.7176470588235293,
1995,-0.8352941176470589,0.9372549019607843,
1996,-0.7490196078431373,1.0,
1997,-0.7568627450980392,1.0,
1998,-0.7176470588235294,1.0,
1999,-0.7254901960784313,1.0,
2000,-0.607843137254902,1.0,
2001,-0.615686274509804,1.0,
2002,-0.6549019607843137,1.0,
2003,-0.5843137254901961,1.0,
2004,-0.4980392156862745,1.0,
2005,-0.5686274509803921,1.0,
2006,-0.48235294117647065,1.0,
2007,-0.3176470588235294,1.0,
2008,-0.39607843137254906,1.0,
2009,-0.388235294117647,1.0,
2010,-0.2784313725490196,1.0,
2011,-0.2549019607843137,1.0,
2012,-0.3176470588235294,1.0,
2013,-0.22352941176470587,1.0,
2014,-0.16078431372549018,1.0,
2015,-0.19999999999999996,1.0,
2016,-0.14509803921568631,1.0,
2017,-0.05882352941176472,1.0,
2018,-0.050980392156862786,1.0,
2019,-0.0980392156862745,1.0,
2020,0.06666666666666665,1.0,
2021,0.11372549019607847,1.0,
2022,-0.0039215686274509665,1.0,
2023,0.10588235294117654,1.0,
2024,0.24705882352941178,1.0,
2025,0.13725490196078427,1.0,
2026,0.2078431372549019,1.0,
2027,0.39607843137254894,1.0,
2028,0.3019607843137255,1.0,
2029,0.2705882352941176,1.0,
2030,0.44313725490196076,1.0,
2031,0.4509803921568627,1.0,
2032,0.39607843137254894,1.0,
2033,0.5137254901960784,1.0,
2034,0.5450980392156863,1.0,
2035,0.5058823529411764,1.0,
2036,0.5450980392156863,1.0,
2037,0.6784313725490196,1.0,
2038,0.6392156862745098,1.0,
2039,0.615686274509804,1.0,
2040,0.7647058823529411,1.0,
2041,0.7725490196078431,1.0,
2042,0.7254901960784315,1.0,
2043,0.7960784313725491,0.9921568627450981,
2044,0.8666666666666667,0.9529411764705882,
2045,0.8117647058823529,1.0,
2046,0.8745098039215686,0.9294117647058824,
2047,0.9921568627450981,0.8274509803921568,
2048,0.9215686274509804,0.8980392156862744,
2049,0.9137254901960783,0.8980392156862744,
2050,1.0,0.7882352941176469,
2051,1.0,0.780392156862745,
2052,0.9921568627450981,0.8117647058823529,
2053,1.0,0.7411764705882353,
2054,1.0,0.6705882352941177,
2055,1.0,0.7411764705882353,
2056,1.0,0.6941176470588235,
2057,1.0,0.5607843137254902,
2058,1.0,0.6000000000000001,
2059,1.0,0.607843137254902,
2060,1.0,0.48235294117647065,
2061,1.0,0.4745098039215687,
2062,1.0,0.5137254901960784,
2063,1.0,0.3647058823529412,
2064,1.0,0.3568627450980393,
2065,1.0,0.3803921568627451,
2066,1.0,0.30980392156862746,
2067,1.0,0.19215686274509802,
2068,1.0,0.2705882352941176,
2069,1.0,0.2313725490196079,
2070,1.0,0.13725490196078427,
2071,1.0,0.09019607843137245,
2072,1.0,0.2784313725490195,
2073,1.0,0.44313725490196076,
2074,1.0,-0.027450980392156876,
2075,1.0,0.0352941176470587,
2076,1.0,-0.09019607843137256,
2077,1.0,-0.09019607843137256,
2078,1.0,-0.08235294117647063,
2079,1.0,-0.08235294117647063,
2080,1.0,-0.2549019607843137,
2081,1.0,-0.2313725490196079,
2082,1.0,-0.22352941176470587,
2083,1.0,-0.33333333333333337,
2084,1.0,-0.3803921568627451,
2085,1.0,-0.33333333333333337,
2086,1.0,-0.43529411764705883,
2087,1.0,-0.5215686274509804,
2088,1.0,-0.43529411764705883,
2089,1.0,-0.41960784313725497,
2090,1.0,-0.5529411764705883,
2091,1.0,-0.5843137254901961,
2092,1.0,-0.4980392156862745,
2093,1.0,-0.592156862745098,
2094,1.0,-0.6705882352941177,
2095,1.0,-0.6313725490196078,
2096,1.0,-0.6705882352941177,
2097,1.0,-0.7960784313725491,
2098,1.0,-0.7647058823529411,
2099,0.968627450980392,-0.8274509803921568,
2100,0.9215686274509804,-0.8823529411764706,
2101,0.9529411764705882,-0.8666666666666667,
2102,0.9215686274509804,-0.8823529411764706,
2103,0.803921568627451,-1.0,
2104,0.8431372549019607,-0.9843137254901961,
2105,0.8588235294117648,-0.9607843137254902,
2106,0.7725490196078431,-1.0,
2107,0.7254901960784315,-1.0,
2108,0.7882352941176469,-1.0,
2109,0.7098039215686274,-1.0,
2110,0.607843137254902,-1.0,
2111,0.6549019607843136,-1.0,
2112,0.6705882352941177,-1.0,
2113,0.5215686274509803,-1.0,
2114,0.5137254901960784,-1.0,
2115,0.6000000000000001,-1.0,
2116,0.4745098039215687,-1.0,
2117,0.39607843137254894,-1.0,
2118,0.46666666666666656,-1.0,
2119,0.388235294117647,-1.0,
2120,0.2941176470588236,-1.0,
2121,0.3411764705882352,-1.0,
2122,0.3411764705882352,-1.0,
2123,0.16078431372549007,-1.0,
2124,0.16862745098039222,-1.0,
2125,0.2549019607843137,-1.0,
2126,0.17647058823529416,-1.0,
2127,0.04313725490196085,-1.0,
2128,0.12941176470588234,-1.0,
2129,0.06666666666666665,-1.0,
2130,-0.05882352941176472,-1.0,
2131,-0.027450980392156876,-1.0,
2132,-0.027450980392156876,-1.0,
2133,-0.21568627450980393,-1.0,
2134,-0.17647058823529416,-1.0,
2135,-0.16862745098039222,-1.0,
2136,-0.2941176470588236,-1.0,
2137,-0.33333333333333337,-1.0,
2138,-0.22352941176470587,-1.0,
2139,-0.4274509803921569,-1.0,
2140,-0.5058823529411764,-1.0,
2141,-0.3803921568627451,-1.0,
2142,-0.43529411764705883,-1.0,
2143,-0.5843137254901961,-1.0,
2144,-0.5215686274509804,-1.0,
2145,-0.5215686274509804,-1.0,
2146,-0.6705882352941177,-1.0,
2147,-0.6549019607843137,-1.0,
2148,-0.5764705882352941,-1.0,
2149,-0.5686274509803921,-1.0,
2150,-0.6392156862745098,-1.0,
2151,-0.6784313725490196,-1.0,
2152,-0.6235294117647059,-1.0,
2153,-0.5372549019607843,-1.0,
2154,-0.43529411764705883,-1.0,
2155,-0.34901960784313724,-1.0,
2156,-0.2941176470588236,-1.0,
2157,-0.2705882352941177,-1.0,
2158,-0.207843137254902,-1.0,
2159,-0.17647058823529416,-1.0,
2160,-0.15294117647058825,-1.0,
2161,-0.1215686274509804,-1.0,
2162,-0.09019607843137256,-1.0,
2163,-0.0039215686274509665,-1.0,
2164,0.09019607843137245,-1.0,
2165,0.1843137254901961,-1.0,
2166,0.28627450980392144,-1.0,
2167,0.34901960784313735,-1.0,
2168,0.46666666666666656,-1.0,
2169,0.3803921568627451,-1.0,
2170,0.3647058823529412,-1.0,
2171,0.388235294117647,-1.0,
2172,0.43529411764705883,-1.0,
2173,0.5215686274509803,-1.0,
2174,0.607843137254902,-1.0,
2175,0.6862745098039216,-1.0,
2176,0.7647058823529411,-1.0,
2177,0.8196078431372549,-0.9921568627450981,
2178,0.8196078431372549,-0.9843137254901961,
2179,0.8509803921568628,-0.9529411764705882,
2180,0.8509803921568628,-0.9450980392156862,
2181,0.8431372549019607,-0.9686274509803922,
2182,0.8823529411764706,-0.9372549019607843,
2183,0.9529411764705882,-0.8666666666666667,
2184,1.0,-0.803921568627451,
2185,1.0,-0.7254901960784313,
2186,1.0,-0.6235294117647059,
2187,1.0,-0.5450980392156863,
2188,1.0,-0.45882352941176474,
2189,1.0,-0.4274509803921569,
2190,1.0,-0.37254901960784315,
2191,1.0,-0.34901960784313724,
2192,1.0,-0.24705882352941178,
2193,1.0,-0.26274509803921564,
2194,1.0,-0.2313725490196079,
2195,1.0,-0.19215686274509802,
2196,1.0,-0.13725490196078427,
2197,1.0,-0.027450980392156876,
2198,1.0,0.07450980392156858,
2199,1.0,0.16862745098039222,
2200,1.0,0.26274509803921564,
2201,1.0,0.2941176470588236,
2202,1.0,0.33333333333333326,
2203,1.0,0.41960784313725497,
2204,1.0,0.41960784313725497,
2205,1.0,0.44313725490196076,
2206,1.0,0.4509803921568627,
2207,1.0,0.5215686274509803,
2208,1.0,0.5921568627450979,
2209,1.0,0.6627450980392156,
2210,1.0,0.7568627450980392,
2211,0.9921568627450981,0.8196078431372549,
2212,0.9764705882352942,0.8274509803921568,
2213,0.9529411764705882,0.8431372549019607,
2214,0.9607843137254901,0.8352941176470587,
2215,0.9450980392156862,0.8588235294117648,
2216,0.8666666666666667,0.9372549019607843,
2217,0.8431372549019607,0.968627450980392,
2218,0.8117647058823529,1.0,
2219,0.7254901960784315,1.0,
2220,0.6470588235294117,1.0,
2221,0.6235294117647059,1.0,
2222,0.5921568627450979,1.0,
2223,0.5607843137254902,1.0,
2224,0.5529411764705883,1.0,
2225,0.5137254901960784,1.0,
2226,0.4980392156862745,1.0,
2227,0.41960784313725497,1.0,
2228,0.3411764705882352,1.0,
2229,0.2313725490196079,1.0,
2230,0.16078431372549007,1.0,
2231,0.12941176470588234,1.0,
2232,0.08235294117647052,1.0,
2233,0.09019607843137245,1.0,
2234,0.13725490196078427,1.0,
2235,0.07450980392156858,1.0,
2236,-0.0117647058823529,1.0,
2237,-0.09019607843137256,1.0,
2238,-0.19999999999999996,1.0,
2239,-0.2705882352941177,1.0,
2240,-0.30980392156862746,1.0,
2241,-0.2941176470588236,1.0,
2242,-0.3176470588235294,1.0,
2243,-0.33333333333333337,1.0,
2244,-0.37254901960784315,1.0,
2245,-0.44313725490196076,1.0,
2246,-0.5294117647058824,1.0,
2247,-0.6235294117647059,1.0,
2248,-0.6549019607843137,1.0,
2249,-0.6862745098039216,1.0,
2250,-0.8509803921568627,0.968627450980392,
2251,-0.7176470588235294,1.0,
2252,-0.7176470588235294,1.0,
2253,-0.7725490196078432,1.0,
2254,-0.8117647058823529,1.0,
2255,-0.8980392156862745,0.9294117647058824,
2256,-0.9607843137254902,0.8588235294117648,
2257,-1.0,0.8117647058823529,
2258,-1.0,0.7568627450980392,
2259,-1.0,0.7568627450980392,
2260,-1.0,0.7882352941176469,
2261,-1.0,0.7725490196078431,
2262,-1.0,0.7568627450980392,
2263,-1.0,0.6549019607843136,
2264,-1.0,0.5764705882352941,
2265,-1.0,0.4901960784313726,
2266,-1.0,0.41960784313725497,
2267,-1.0,0.41960784313725497,
2268,-1.0,0.4039215686274509,
2269,-1.0,0.3254901960784313,
2270,-1.0,0.28627450980392144,
2271,-1.0,0.26274509803921564,
2272,-1.0,0.26274509803921564,
2273,-1.0,0.16862745098039222,
2274,-1.0,0.06666666666666665,
2275,-1.0,-0.04313725490196085,
2276,-1.0,-0.13725490196078427,
2277,-1.0,-0.23921568627450984,
2278,-1.0,-0.2784313725490196,
2279,-1.0,-0.3019607843137255,
2280,-1.0,-0.33333333333333337,
2281,-1.0,-0.4509803921568627,
2282,-1.0,-0.5294117647058824,
2283,-1.0,-0.41960784313725497,
2284,-1.0,-0.5137254901960784,
2285,-1.0,-0.5529411764705883,
2286,-1.0,-0.6470588235294118,
2287,-1.0,-0.7254901960784313,
2288,-1.0,-0.788235294117647,
2289,-0.9764705882352941,-0.8352941176470589,
