Sample Index,I (In-phase),Q (Quadrature),FFT Size
282,0.45882352941176463,-1.0,
283,0.2941176470588236,-1.0,
284,0.3411764705882352,-1.0,
285,0.30980392156862746,-1.0,
286,0.21568627450980382,-1.0,
287,0.22352941176470598,-1.0,
288,0.2705882352941176,-1.0,
289,0.027450980392156765,-1.0,
290,0.04313725490196085,-1.0,
291,0.08235294117647052,-1.0,
292,-0.03529411764705881,-1.0,
293,-0.08235294117647063,-1.0,
294,0.0117647058823529,-1.0,
295,-0.13725490196078427,-1.0,
296,-0.26274509803921564,-1.0,
297,-0.15294117647058825,-1.0,
298,-0.2313725490196079,-1.0,
299,-0.34901960784313724,-1.0,
300,-0.3019607843137255,-1.0,
301,-0.3411764705882353,-1.0,
302,-0.4509803921568627,-1.0,
303,-0.43529411764705883,-1.0,
304,-0.388235294117647,-1.0,
305,-0.48235294117647065,-1.0,
306,-0.5607843137254902,-1.0,
307,-0.4980392156862745,-1.0,
308,-0.403921568627451,-1.0,
309,-0.3019607843137255,-1.0,
310,-0.3176470588235294,-1.0,
311,-0.2784313725490196,-1.0,
312,-0.17647058823529416,-1.0,
313,-0.16078431372549018,-1.0,
314,-0.0980392156862745,-1.0,
315,-0.050980392156862786,-1.0,
316,0.019607843137254832,-1.0,
317,0.027450980392156765,-1.0,
318,0.12941176470588234,-1.0,
319,0.22352941176470598,-1.0,
320,0.3176470588235294,-1.0,
321,0.41960784313725497,-1.0,
322,0.4901960784313726,-1.0,
323,0.5294117647058822,-1.0,
324,0.5607843137254902,-1.0,
325,0.5921568627450979,-1.0,
326,0.6392156862745098,-1.0,
327,0.6705882352941177,-1.0,
328,0.6549019607843136,-1.0,
329,0.7176470588235293,-1.0,
330,0.803921568627451,-1.0,
331,0.8666666666666667,-0.9529411764705882,
332,0.8980392156862744,-0.9215686274509804,
333,0.9529411764705882,-0.8588235294117648,
334,0.9372549019607843,-0.8666666666666667,
335,0.9215686274509804,-0.8823529411764706,
336,0.9529411764705882,-0.8588235294117648,
337,0.9843137254901961,-0.8274509803921568,
338,1.0,-0.7647058823529411,
339,1.0,-0.6862745098039216,
340,1.0,-0.6,
341,1.0,-0.5529411764705883,
342,1.0,-0.5215686274509804,
343,1.0,-0.5058823529411764,
344,1.0,-0.5058823529411764,
345,1.0,-0.45882352941176474,
346,1.0,-0.4509803921568627,
347,1.0,-0.3803921568627451,
348,1.0,-0.2784313725490196,
349,1.0,-0.16862745098039222,
350,1.0,-0.12941176470588234,
351,1.0,-0.0039215686274509665,
352,1.0,0.0039215686274509665,
353,1.0,-0.14509803921568631,
354,1.0,0.027450980392156765,
355,1.0,0.0039215686274509665,
356,1.0,0.0980392156862746,
357,1.0,0.1450980392156862,
358,1.0,0.26274509803921564,
359,1.0,0.3568627450980393,
360,1.0,0.43529411764705883,
361,1.0,0.45882352941176463,
362,1.0,0.4901960784313726,
363,1.0,0.5215686274509803,
364,1.0,0.4745098039215687,
365,1.0,0.5215686274509803,
366,1.0,0.584313725490196,
367,1.0,0.6549019607843136,
368,1.0,0.7411764705882353,
369,0.9921568627450981,0.8274509803921568,
370,0.9294117647058824,0.8901960784313725,
371,0.8588235294117648,0.9607843137254901,
372,0.8117647058823529,0.9921568627450981,
373,0.8352941176470587,0.9607843137254901,
374,0.7411764705882353,1.0,
375,0.7019607843137254,1.0,
376,0.615686274509804,1.0,
377,0.6549019607843136,1.0,
378,0.6392156862745098,1.0,
379,0.5686274509803921,1.0,
380,0.48235294117647065,1.0,
381,0.388235294117647,1.0,
382,0.2941176470588236,1.0,
383,0.2078431372549019,1.0,
384,0.16078431372549007,1.0,
385,0.2313725490196079,1.0,
386,0.19999999999999996,1.0,
387,0.1215686274509804,1.0,
388,0.07450980392156858,1.0,
389,0.019607843137254832,1.0,
390,-0.03529411764705881,1.0,
391,-0.14509803921568631,1.0,
392,-0.24705882352941178,1.0,
393,-0.3176470588235294,1.0,
394,-0.4117647058823529,1.0,
395,-0.4274509803921569,1.0,
396,-0.4509803921568627,1.0,
397,-0.43529411764705883,1.0,
398,-0.4274509803921569,1.0,
399,-0.4980392156862745,1.0,
400,-0.5607843137254902,1.0,
401,-0.6549019607843137,1.0,
402,-0.7411764705882353,1.0,
403,-0.8117647058823529,1.0,
404,-0.788235294117647,1.0,
405,-0.8117647058823529,0.9843137254901961,
406,-0.8509803921568627,0.9529411764705882,
407,-0.8352941176470589,0.9764705882352942,
408,-0.8509803921568627,0.968627450980392,
409,-0.9215686274509804,0.8980392156862744,
410,-0.9921568627450981,0.8274509803921568,
411,-1.0,0.7411764705882353,
412,-1.0,0.6705882352941177,
413,-1.0,0.6000000000000001,
414,-1.0,0.5686274509803921,
415,-1.0,0.6470588235294117,
416,-1.0,0.5686274509803921,
417,-1.0,0.5686274509803921,
418,-1.0,0.5294117647058822,
419,-1.0,0.44313725490196076,
420,-1.0,0.3568627450980393,
421,-1.0,0.26274509803921564,
422,-1.0,0.22352941176470598,
423,-1.0,0.21568627450980382,
424,-1.0,0.2313725490196079,
425,-1.0,0.2313725490196079,
426,-1.0,0.1843137254901961,
427,-1.0,0.12941176470588234,
428,-1.0,0.0117647058823529,
429,-1.0,-0.07450980392156858,
430,-1.0,-0.08235294117647063,
431,-1.0,-0.09019607843137256,
432,-1.0,-0.16078431372549018,
433,-1.0,-0.10588235294117654,
434,-1.0,-0.2941176470588236,
435,-1.0,-0.5137254901960784,
436,-1.0,-0.3411764705882353,
437,-1.0,-0.41960784313725497,
438,-1.0,-0.5137254901960784,
439,-1.0,-0.5843137254901961,
440,-1.0,-0.6,
441,-1.0,-0.615686274509804,
442,-1.0,-0.6470588235294118,
443,-1.0,-0.6784313725490196,
444,-1.0,-0.6705882352941177,
445,-1.0,-0.7254901960784313,
446,-1.0,-0.788235294117647,
447,-0.9529411764705882,-0.8666666666666667,
448,-0.8901960784313725,-0.9372549019607843,
449,-0.8823529411764706,-0.9372549019607843,
450,-0.8352941176470589,-0.9607843137254902,
451,-0.8196078431372549,-0.9843137254901961,
452,-0.8274509803921568,-0.9764705882352941,
453,-0.7803921568627451,-1.0,
454,-0.7411764705882353,-1.0,
455,-0.6705882352941177,-1.0,
456,-0.607843137254902,-1.0,
457,-0.5137254901960784,-1.0,
458,-0.4274509803921569,-1.0,
459,-0.3254901960784313,-1.0,
460,-0.3254901960784313,-1.0,
461,-0.2941176470588236,-1.0,
462,-0.207843137254902,-1.0,
463,-0.15294117647058825,-1.0,
464,-0.15294117647058825,-1.0,
465,-0.13725490196078427,-1.0,
466,-0.09019607843137256,-1.0,
467,0.0039215686274509665,-1.0,
468,0.10588235294117654,-1.0,
469,0.2078431372549019,-1.0,
470,0.3019607843137255,-1.0,
471,0.37254901960784315,-1.0,
472,0.3568627450980393,-1.0,
473,0.34901960784313735,-1.0,
474,0.3803921568627451,-1.0,
475,0.48235294117647065,-1.0,
476,0.45882352941176463,-1.0,
477,0.5294117647058822,-1.0,
478,0.6235294117647059,-1.0,
479,0.7098039215686274,-1.0,
480,0.7647058823529411,-1.0,
481,0.8352941176470587,-0.9764705882352941,
482,0.8823529411764706,-0.9294117647058824,
483,0.8823529411764706,-0.9215686274509804,
484,0.9137254901960783,-0.8901960784313725,
485,0.8823529411764706,-0.9215686274509804,
486,0.9450980392156862,-0.8666666666666667,
487,0.9764705882352942,-0.8352941176470589,
488,1.0,-0.7803921568627451,
489,1.0,-0.7019607843137254,
490,1.0,-0.6235294117647059,
491,1.0,-0.5607843137254902,
492,1.0,-0.5607843137254902,
493,1.0,-0.5450980392156863,
494,1.0,-0.4901960784313726,
495,1.0,-0.5607843137254902,
496,1.0,-0.48235294117647065,
497,1.0,-0.388235294117647,
498,1.0,-0.2941176470588236,
499,1.0,-0.22352941176470587,
500,1.0,-0.15294117647058825,
501,1.0,-0.14509803921568631,
502,1.0,-0.0980392156862745,
503,1.0,-0.13725490196078427,
504,1.0,-0.12941176470588234,
505,1.0,-0.03529411764705881,
506,1.0,0.027450980392156765,
507,1.0,0.13725490196078427,
508,1.0,0.2313725490196079,
509,1.0,0.2705882352941176,
510,1.0,0.23921568627450984,
511,1.0,0.28627450980392144,
512,1.0,0.2941176470588236,
513,1.0,0.3176470588235294,
514,1.0,0.3803921568627451,
515,1.0,0.4509803921568627,
516,1.0,0.6313725490196078,
517,1.0,0.5921568627450979,
518,1.0,0.5764705882352941,
519,1.0,0.584313725490196,
520,1.0,0.5372549019607842,
521,1.0,0.6470588235294117,
522,1.0,0.6784313725490196,
523,1.0,0.7647058823529411,
524,0.9764705882352942,0.8431372549019607,
525,0.9058823529411764,0.9137254901960783,
526,0.8745098039215686,0.9450980392156862,
527,0.8509803921568628,0.9529411764705882,
528,0.8274509803921568,0.968627450980392,
529,0.8509803921568628,0.9529411764705882,
530,0.8196078431372549,0.9843137254901961,
531,0.7882352941176469,1.0,
532,0.7254901960784315,1.0,
533,0.6313725490196078,1.0,
534,0.5450980392156863,1.0,
535,0.5137254901960784,1.0,
536,0.4274509803921569,1.0,
537,0.39607843137254894,1.0,
538,0.4039215686274509,1.0,
539,0.4117647058823528,1.0,
540,0.4117647058823528,1.0,
541,0.3254901960784313,1.0,
542,0.22352941176470598,1.0,
543,0.1450980392156862,1.0,
544,0.050980392156862786,1.0,
545,0.06666666666666665,1.0,
546,0.05882352941176472,1.0,
547,-0.0039215686274509665,1.0,
548,-0.06666666666666665,1.0,
549,-0.17647058823529416,1.0,
550,-0.2549019607843137,1.0,
551,-0.39607843137254906,1.0,
552,-0.4745098039215686,1.0,
553,-0.6,1.0,
554,-0.6705882352941177,1.0,
555,-0.7568627450980392,1.0,
556,-0.8588235294117648,0.9372549019607843,
557,-0.9294117647058824,0.8666666666666667,
558,-0.9607843137254902,0.8352941176470587,
559,-1.0,0.7568627450980392,
560,-1.0,0.6549019607843136,
561,-1.0,0.607843137254902,
562,-1.0,0.5137254901960784,
563,-1.0,0.44313725490196076,
564,-1.0,0.2941176470588236,
565,-1.0,0.2705882352941176,
566,-1.0,0.2313725490196079,
567,-1.0,0.15294117647058814,
568,-1.0,0.05882352941176472,
569,-1.0,0.0117647058823529,
570,-1.0,-0.10588235294117654,
571,-1.0,-0.1843137254901961,
572,-1.0,-0.2549019607843137,
573,-1.0,-0.3647058823529412,
574,-1.0,-0.45882352941176474,
575,-1.0,-0.5450980392156863,
576,-1.0,-0.6392156862745098,
577,-1.0,-0.6941176470588235,
578,-1.0,-0.7411764705882353,
579,-0.9921568627450981,-0.8117647058823529,
580,-0.9529411764705882,-0.8509803921568627,
581,-0.8588235294117648,-0.9529411764705882,
582,-0.8666666666666667,-0.9372549019607843,
583,-0.7725490196078432,-1.0,
584,-0.6784313725490196,-1.0,
585,-0.607843137254902,-1.0,
586,-0.5607843137254902,-1.0,
587,-0.4509803921568627,-1.0,
588,-0.37254901960784315,-1.0,
589,-0.33333333333333337,-1.0,
590,-0.30980392156862746,-1.0,
591,-0.2941176470588236,-1.0,
592,-0.1843137254901961,-1.0,
593,-0.12941176470588234,-1.0,
594,-0.04313725490196085,-1.0,
595,0.05882352941176472,-1.0,
596,0.16862745098039222,-1.0,
597,0.2705882352941176,-1.0,
598,0.3411764705882352,-1.0,
599,0.5294117647058822,-1.0,
600,0.4901960784313726,-1.0,
601,0.5372549019607842,-1.0,
602,0.6313725490196078,-1.0,
603,0.7098039215686274,-1.0,
604,0.7098039215686274,-1.0,
605,0.7411764705882353,-1.0,
606,0.803921568627451,-0.9921568627450981,
607,0.8509803921568628,-0.9450980392156862,
608,0.9137254901960783,-0.8980392156862745,
609,0.9607843137254901,-0.8352941176470589,
610,1.0,-0.7725490196078432,
611,1.0,-0.7254901960784313,
612,1.0,-0.6784313725490196,
613,1.0,-0.607843137254902,
614,1.0,-0.5215686274509804,
615,1.0,-0.4117647058823529,
616,1.0,-0.3254901960784313,
617,1.0,-0.23921568627450984,
618,1.0,-0.14509803921568631,
619,1.0,-0.050980392156862786,
620,1.0,0.050980392156862786,
621,1.0,0.16078431372549007,
622,1.0,0.2549019607843137,
623,1.0,0.3411764705882352,
624,1.0,0.44313725490196076,
625,1.0,0.5372549019607842,
626,1.0,0.6235294117647059,
627,1.0,0.7098039215686274,
628,1.0,0.7960784313725491,
629,0.9529411764705882,0.8666666666666667,
630,0.8823529411764706,0.9372549019607843,
631,0.8117647058823529,1.0,
632,0.7254901960784315,1.0,
633,0.6862745098039216,1.0,
634,0.6000000000000001,1.0,
635,0.4745098039215687,1.0,
636,0.4117647058823528,1.0,
637,0.39607843137254894,1.0,
638,0.3176470588235294,1.0,
639,0.2313725490196079,1.0,
640,0.21568627450980382,1.0,
641,0.19215686274509802,1.0,
642,0.10588235294117654,1.0,
643,0.027450980392156765,1.0,
644,-0.0117647058823529,1.0,
645,-0.08235294117647063,1.0,
646,-0.15294117647058825,1.0,
647,-0.2549019607843137,1.0,
648,-0.34901960784313724,1.0,
649,-0.44313725490196076,1.0,
650,-0.5294117647058824,1.0,
651,-0.615686274509804,1.0,
652,-0.7098039215686275,1.0,
653,-0.7960784313725491,1.0,
654,-0.8666666666666667,0.9529411764705882,
655,-0.9372549019607843,0.8823529411764706,
656,-1.0,0.8117647058823529,
657,-1.0,0.7333333333333334,
658,-1.0,0.6549019607843136,
659,-1.0,0.607843137254902,
660,-1.0,0.5686274509803921,
661,-1.0,0.41960784313725497,
662,-1.0,0.4509803921568627,
663,-1.0,0.4274509803921569,
664,-1.0,0.3568627450980393,
665,-1.0,0.30980392156862746,
666,-1.0,0.2784313725490195,
667,-1.0,0.21568627450980382,
668,-1.0,0.12941176470588234,
669,-1.0,0.05882352941176472,
670,-1.0,-0.05882352941176472,
671,-1.0,-0.15294117647058825,
672,-1.0,-0.24705882352941178,
673,-1.0,-0.34901960784313724,
674,-1.0,-0.44313725490196076,
675,-1.0,-0.5450980392156863,
676,-1.0,-0.6,
677,-1.0,-0.6627450980392157,
678,-1.0,-0.7098039215686275,
679,-1.0,-0.7490196078431373,
680,-0.9686274509803922,-0.8352941176470589,
681,-0.9607843137254902,-0.8352941176470589,
682,-0.9215686274509804,-0.8823529411764706,
683,-0.8117647058823529,-0.9843137254901961,
684,-0.7725490196078432,-1.0,
685,-0.6313725490196078,-1.0,
686,-0.4117647058823529,-1.0,
687,-0.6235294117647059,-1.0,
688,-0.44313725490196076,-1.0,
689,-0.3254901960784313,-1.0,
690,-0.23921568627450984,-1.0,
691,-0.15294117647058825,-1.0,
692,-0.0117647058823529,-1.0,
693,-0.0039215686274509665,-1.0,
694,0.10588235294117654,-1.0,
695,0.16078431372549007,-1.0,
696,0.23921568627450984,-1.0,
697,0.3254901960784313,-1.0,
698,0.3803921568627451,-1.0,
699,0.4509803921568627,-1.0,
700,0.5372549019607842,-1.0,
701,0.6235294117647059,-1.0,
702,0.7098039215686274,-1.0,
703,0.780392156862745,-1.0,
704,0.8588235294117648,-0.9686274509803922,
705,0.9294117647058824,-0.8980392156862745,
706,0.9921568627450981,-0.8274509803921568,
707,1.0,-0.7411764705882353,
708,1.0,-0.6627450980392157,
709,1.0,-0.5686274509803921,
710,1.0,-0.48235294117647065,
711,1.0,-0.3803921568627451,
712,1.0,-0.3176470588235294,
713,1.0,-0.24705882352941178,
714,1.0,-0.16862745098039222,
715,1.0,-0.19215686274509802,
716,1.0,-0.11372549019607847,
717,1.0,-0.019607843137254943,
718,1.0,0.07450980392156858,
719,1.0,0.08235294117647052,
720,1.0,0.2313725490196079,
721,1.0,0.3019607843137255,
722,1.0,0.3254901960784313,
723,1.0,0.45882352941176463,
724,1.0,0.4745098039215687,
725,1.0,0.5294117647058822,
726,1.0,0.615686274509804,
727,1.0,0.6941176470588235,
728,1.0,0.7725490196078431,
729,0.968627450980392,0.8509803921568628,
730,0.8901960784313725,0.9294117647058824,
731,0.8196078431372549,0.9921568627450981,
732,0.7568627450980392,1.0,
733,0.7019607843137254,1.0,
734,0.6705882352941177,1.0,
735,0.5764705882352941,1.0,
736,0.5215686274509803,1.0,
737,0.46666666666666656,1.0,
738,0.3803921568627451,1.0,
739,0.28627450980392144,1.0,
740,0.2784313725490195,1.0,
741,0.16862745098039222,1.0,
742,0.1450980392156862,1.0,
743,0.09019607843137245,1.0,
744,0.019607843137254832,1.0,
745,-0.05882352941176472,1.0,
746,-0.15294117647058825,1.0,
747,-0.23921568627450984,1.0,
748,-0.33333333333333337,1.0,
749,-0.43529411764705883,1.0,
750,-0.5294117647058824,1.0,
751,-0.607843137254902,1.0,
752,-0.6941176470588235,1.0,
753,-0.7803921568627451,1.0,
754,-0.8588235294117648,0.9607843137254901,
755,-0.9294117647058824,0.8901960784313725,
756,-0.9921568627450981,0.8196078431372549,
757,-1.0,0.7411764705882353,
758,-1.0,0.6627450980392156,
759,-1.0,0.5686274509803921,
760,-1.0,0.48235294117647065,
761,-1.0,0.388235294117647,
762,-1.0,0.2941176470588236,
763,-1.0,0.21568627450980382,
764,-1.0,0.16862745098039222,
765,-1.0,0.050980392156862786,
766,-1.0,-0.0117647058823529,
767,-1.0,-0.09019607843137256,
768,-1.0,-0.28627450980392155,
769,-1.0,-0.2941176470588236,
770,-1.0,-0.3411764705882353,
771,-1.0,-0.403921568627451,
772,-1.0,-0.43529411764705883,
773,-1.0,-0.4666666666666667,
774,-1.0,-0.5215686274509804,
775,-1.0,-0.607843137254902,
776,-1.0,-0.6549019607843137,
777,-1.0,-0.7019607843137254,
778,-1.0,-0.7803921568627451,
779,-0.9686274509803922,-0.8588235294117648,
780,-0.9058823529411765,-0.9215686274509804,
781,-0.8274509803921568,-0.9921568627450981,
782,-0.7411764705882353,-1.0,
783,-0.6627450980392157,-1.0,
784,-0.5764705882352941,-1.0,
785,-0.4980392156862745,-1.0,
786,-0.4117647058823529,-1.0,
787,-0.39607843137254906,-1.0,
788,-0.3176470588235294,-1.0,
789,-0.24705882352941178,-1.0,
