Sample Index,I (In-phase),Q (Quadrature),FFT Size
470,-0.04313725490196085,1.0,
471,0.1215686274509804,1.0,
472,0.1215686274509804,1.0,
473,0.0352941176470587,1.0,
474,0.19215686274509802,1.0,
475,0.2549019607843137,1.0,
476,0.17647058823529416,1.0,
477,0.22352941176470598,1.0,
478,0.39607843137254894,1.0,
479,0.30980392156862746,1.0,
480,0.3803921568627451,1.0,
481,0.5294117647058822,1.0,
482,0.4745098039215687,1.0,
483,0.43529411764705883,1.0,
484,0.615686274509804,1.0,
485,0.5686274509803921,1.0,
486,0.5450980392156863,1.0,
487,0.780392156862745,1.0,
488,0.7176470588235293,1.0,
489,0.6549019607843136,1.0,
490,0.7333333333333334,1.0,
491,0.8274509803921568,0.9764705882352942,
492,0.780392156862745,1.0,
493,0.7647058823529411,1.0,
494,0.8745098039215686,0.9294117647058824,
495,0.8980392156862744,0.9294117647058824,
496,0.8666666666666667,0.9450980392156862,
497,0.968627450980392,0.8274509803921568,
498,0.9921568627450981,0.8274509803921568,
499,0.968627450980392,0.8352941176470587,
500,1.0,0.7098039215686274,
501,1.0,0.6862745098039216,
502,1.0,0.7490196078431373,
503,1.0,0.615686274509804,
504,1.0,0.5529411764705883,
505,1.0,0.6549019607843136,
506,1.0,0.5450980392156863,
507,1.0,0.4039215686274509,
508,1.0,0.5137254901960784,
509,1.0,0.4745098039215687,
510,1.0,0.34901960784313735,
511,1.0,0.3568627450980393,
512,1.0,0.3647058823529412,
513,1.0,0.2549019607843137,
514,1.0,0.21568627450980382,
515,1.0,0.28627450980392144,
516,1.0,0.2313725490196079,
517,1.0,0.10588235294117654,
518,1.0,0.15294117647058814,
519,1.0,0.16078431372549007,
520,1.0,0.0039215686274509665,
521,1.0,0.0039215686274509665,
522,1.0,0.050980392156862786,
523,1.0,-0.12941176470588234,
524,1.0,-0.14509803921568631,
525,1.0,-0.09019607843137256,
526,1.0,-0.21568627450980393,
527,1.0,-0.2941176470588236,
528,1.0,-0.207843137254902,
529,1.0,-0.3019607843137255,
530,1.0,-0.39607843137254906,
531,1.0,-0.3647058823529412,
532,1.0,-0.4117647058823529,
533,1.0,-0.5607843137254902,
534,1.0,-0.48235294117647065,
535,1.0,-0.5372549019607843,
536,1.0,-0.6862745098039216,
537,1.0,-0.6392156862745098,
538,1.0,-0.615686274509804,
539,1.0,-0.7568627450980392,
540,1.0,-0.7725490196078432,
541,1.0,-0.7019607843137254,
542,1.0,-0.788235294117647,
543,0.9372549019607843,-0.8901960784313725,
544,1.0,-0.8196078431372549,
545,0.9058823529411764,-0.8980392156862745,
546,0.8274509803921568,-0.9843137254901961,
547,0.8901960784313725,-0.9294117647058824,
548,0.7960784313725491,-0.9921568627450981,
549,0.7176470588235293,-1.0,
550,0.7960784313725491,-1.0,
551,0.7568627450980392,-1.0,
552,0.584313725490196,-1.0,
553,0.6627450980392156,-1.0,
554,0.6784313725490196,-1.0,
555,0.6000000000000001,-1.0,
556,0.5686274509803921,-1.0,
557,0.5607843137254902,-1.0,
558,0.4117647058823528,-1.0,
559,0.4117647058823528,-1.0,
560,0.45882352941176463,-1.0,
561,0.3647058823529412,-1.0,
562,0.23921568627450984,-1.0,
563,0.33333333333333326,-1.0,
564,0.2705882352941176,-1.0,
565,0.1450980392156862,-1.0,
566,0.16078431372549007,-1.0,
567,0.1843137254901961,-1.0,
568,0.04313725490196085,-1.0,
569,0.027450980392156765,-1.0,
570,0.06666666666666665,-1.0,
571,-0.04313725490196085,-1.0,
572,-0.12941176470588234,-1.0,
573,-0.019607843137254943,-1.0,
574,-0.0980392156862745,-1.0,
575,-0.22352941176470587,-1.0,
576,-0.1843137254901961,-1.0,
577,-0.11372549019607847,-1.0,
578,-0.3019607843137255,-1.0,
579,-0.34901960784313724,-1.0,
580,-0.24705882352941178,-1.0,
581,-0.34901960784313724,-1.0,
582,-0.4745098039215686,-1.0,
583,-0.388235294117647,-1.0,
584,-0.41960784313725497,-1.0,
585,-0.5372549019607843,-1.0,
586,-0.5450980392156863,-1.0,
587,-0.5215686274509804,-1.0,
588,-0.7019607843137254,-1.0,
589,-0.6705882352941177,-1.0,
590,-0.6235294117647059,-1.0,
591,-0.7098039215686275,-1.0,
592,-0.7960784313725491,-1.0,
593,-0.7333333333333334,-1.0,
594,-0.8509803921568627,-0.9529411764705882,
595,-0.9137254901960784,-0.9137254901960784,
596,-0.8431372549019608,-0.9764705882352941,
597,-0.9372549019607843,-0.8666666666666667,
598,-1.0,-0.7960784313725491,
599,-0.9529411764705882,-0.8745098039215686,
600,-0.9921568627450981,-0.803921568627451,
601,-1.0,-0.6784313725490196,
602,-1.0,-0.7647058823529411,
603,-1.0,-0.6941176470588235,
604,-1.0,-0.5843137254901961,
605,-1.0,-0.6392156862745098,
606,-1.0,-0.6,
607,-1.0,-0.48235294117647065,
608,-1.0,-0.5058823529411764,
609,-1.0,-0.5137254901960784,
610,-1.0,-0.39607843137254906,
611,-1.0,-0.3568627450980393,
612,-1.0,-0.44313725490196076,
613,-1.0,-0.3411764705882353,
614,-1.0,-0.2313725490196079,
615,-1.0,-0.2941176470588236,
616,-1.0,-0.2941176470588236,
617,-1.0,-0.17647058823529416,
618,-1.0,-0.15294117647058825,
619,-1.0,-0.19215686274509802,
620,-1.0,-0.05882352941176472,
621,-1.0,0.0117647058823529,
622,-1.0,-0.05882352941176472,
623,-1.0,0.09019607843137245,
624,-1.0,0.15294117647058814,
625,-1.0,0.08235294117647052,
626,-1.0,0.2078431372549019,
627,-1.0,0.28627450980392144,
628,-1.0,0.23921568627450984,
629,-1.0,0.1843137254901961,
630,-1.0,0.26274509803921564,
631,-1.0,0.388235294117647,
632,-1.0,0.34901960784313735,
633,-1.0,0.5607843137254902,
634,-1.0,0.5058823529411764,
635,-1.0,0.43529411764705883,
636,-1.0,0.43529411764705883,
637,-1.0,0.6000000000000001,
638,-1.0,0.5686274509803921,
639,-1.0,0.6000000000000001,
640,-1.0,0.7176470588235293,
641,-1.0,0.7019607843137254,
642,-1.0,0.6627450980392156,
643,-0.9843137254901961,0.8196078431372549,
644,-1.0,0.8196078431372549,
645,-1.0,0.7647058823529411,
646,-0.9372549019607843,0.8666666666666667,
647,-0.8980392156862745,0.9215686274509804,
648,-0.9450980392156862,0.8823529411764706,
649,-0.9137254901960784,0.8901960784313725,
650,-0.8196078431372549,0.9843137254901961,
651,-0.8509803921568627,0.9764705882352942,
652,-0.8274509803921568,0.9764705882352942,
653,-0.6862745098039216,1.0,
654,-0.7333333333333334,1.0,
655,-0.7490196078431373,1.0,
656,-0.5843137254901961,1.0,
657,-0.592156862745098,1.0,
658,-0.6549019607843137,1.0,
659,-0.5058823529411764,1.0,
660,-0.45882352941176474,1.0,
661,-0.5450980392156863,1.0,
662,-0.4274509803921569,1.0,
663,-0.33333333333333337,1.0,
664,-0.39607843137254906,1.0,
665,-0.37254901960784315,1.0,
666,-0.21568627450980393,1.0,
667,-0.26274509803921564,1.0,
668,-0.19999999999999996,1.0,
669,-0.04313725490196085,1.0,
670,-0.10588235294117654,1.0,
671,-0.0980392156862745,1.0,
672,0.0352941176470587,1.0,
673,0.050980392156862786,1.0,
674,-0.03529411764705881,1.0,
675,0.1215686274509804,1.0,
676,0.19999999999999996,1.0,
677,0.09019607843137245,1.0,
678,0.16078431372549007,1.0,
679,0.30980392156862746,1.0,
680,0.2549019607843137,1.0,
681,0.3176470588235294,1.0,
682,0.4745098039215687,1.0,
683,0.388235294117647,1.0,
684,0.3803921568627451,1.0,
685,0.5058823529411764,1.0,
686,0.5372549019607842,1.0,
687,0.4901960784313726,1.0,
688,0.6235294117647059,1.0,
689,0.6705882352941177,1.0,
690,0.5921568627450979,1.0,
691,0.6549019607843136,1.0,
692,0.780392156862745,1.0,
693,0.7176470588235293,1.0,
694,0.7254901960784315,1.0,
695,0.8431372549019607,0.9607843137254901,
696,0.8588235294117648,0.968627450980392,
697,0.8117647058823529,1.0,
698,0.9372549019607843,0.8666666666666667,
699,0.9529411764705882,0.8666666666666667,
700,0.9215686274509804,0.8980392156862744,
701,1.0,0.7725490196078431,
702,1.0,0.7490196078431373,
703,1.0,0.8117647058823529,
704,1.0,0.7411764705882353,
705,1.0,0.6549019607843136,
706,1.0,0.6941176470588235,
707,1.0,0.6549019607843136,
708,1.0,0.5372549019607842,
709,1.0,0.5372549019607842,
710,1.0,0.5372549019607842,
711,1.0,0.4980392156862745,
712,1.0,0.41960784313725497,
713,1.0,0.5137254901960784,
714,1.0,0.5058823529411764,
715,1.0,0.28627450980392144,
716,1.0,0.3568627450980393,
717,1.0,0.30980392156862746,
718,1.0,0.19999999999999996,
719,1.0,0.22352941176470598,
720,1.0,0.26274509803921564,
721,1.0,0.09019607843137245,
722,1.0,0.07450980392156858,
723,1.0,0.12941176470588234,
724,1.0,-0.04313725490196085,
725,1.0,-0.09019607843137256,
726,1.0,0.0039215686274509665,
727,1.0,-0.11372549019607847,
728,1.0,-0.2313725490196079,
729,1.0,-0.1215686274509804,
730,1.0,-0.0980392156862745,
731,1.0,-0.3411764705882353,
732,1.0,-0.28627450980392155,
733,1.0,-0.30980392156862746,
734,1.0,-0.4117647058823529,
735,1.0,-0.44313725490196076,
736,1.0,-0.4117647058823529,
737,1.0,-0.48235294117647065,
738,1.0,-0.5372549019607843,
739,1.0,-0.5607843137254902,
740,1.0,-0.6235294117647059,
741,1.0,-0.6941176470588235,
742,1.0,-0.6470588235294118,
743,1.0,-0.7803921568627451,
744,0.9843137254901961,-0.8274509803921568,
745,1.0,-0.7647058823529411,
746,0.9843137254901961,-0.8117647058823529,
747,0.8901960784313725,-0.9294117647058824,
748,0.968627450980392,-0.8588235294117648,
749,0.9215686274509804,-0.8901960784313725,
750,0.8117647058823529,-0.9921568627450981,
751,0.8431372549019607,-0.9764705882352941,
752,0.8980392156862744,-0.9215686274509804,
753,0.7960784313725491,-1.0,
754,0.7098039215686274,-1.0,
755,0.780392156862745,-1.0,
756,0.6627450980392156,-1.0,
757,0.6000000000000001,-1.0,
758,0.6784313725490196,-1.0,
759,0.607843137254902,-1.0,
760,0.4901960784313726,-1.0,
761,0.5372549019607842,-1.0,
762,0.5137254901960784,-1.0,
763,0.4039215686274509,-1.0,
764,0.388235294117647,-1.0,
765,0.45882352941176463,-1.0,
766,0.2784313725490195,-1.0,
767,0.23921568627450984,-1.0,
768,0.3176470588235294,-1.0,
769,0.19215686274509802,-1.0,
770,0.10588235294117654,-1.0,
771,0.17647058823529416,-1.0,
772,0.050980392156862786,-1.0,
773,-0.03529411764705881,-1.0,
774,0.027450980392156765,-1.0,
775,-0.04313725490196085,-1.0,
776,-0.19215686274509802,-1.0,
777,-0.11372549019607847,-1.0,
778,-0.06666666666666665,-1.0,
779,-0.2313725490196079,-1.0,
780,-0.2705882352941177,-1.0,
781,-0.22352941176470587,-1.0,
782,-0.4117647058823529,-1.0,
783,-0.403921568627451,-1.0,
784,-0.34901960784313724,-1.0,
785,-0.2705882352941177,-1.0,
786,-0.23921568627450984,-1.0,
787,-0.45882352941176474,-1.0,
788,-0.43529411764705883,-1.0,
789,-0.6313725490196078,-1.0,
790,-0.615686274509804,-1.0,
791,-0.5764705882352941,-1.0,
792,-0.7176470588235294,-1.0,
793,-0.7333333333333334,-1.0,
